event_id,white_elo,black_elo,result,num_moves,white_castled,black_castled,white_castle_side,black_castle_side,num_captures,termination,moves_san
23987,1934,2450,0-1,30,True,False,queenside,none,15,resignation,e4 d5 exd5 Qxd5 Nc3 Qd6 Nf3 Nf6 d4 c6 Bc4 Bg4 Be3 e6 h3 Bh5 Qd2 Nbd7 O-O-O Be7 a3 Qc7 g4 Bg6 Ne5 Nxe5 dxe5 Qxe5 g5 Rd8 Bd4 Rxd4 Qxd4 Qxg5+ Qe3 Qxe3+ fxe3 Bc5 Rhe1 Ke7 Bf1 Nd7 Bg2 Ne5 b4 Bd6 Rd4 a5 Kb2 b5 Red1 Nc4+ Kb3 a4+ Nxa4 Nxe3 Rxd6 Bxc2+ Kc3 Nxd1+
23988,1948,1762,1-0,77,True,True,kingside,kingside,24,resignation,e4 c5 Nf3 d6 Bb5+ Bd7 Bxd7+ Nxd7 c4 g6 Nc3 e6 d4 Bg7 O-O Ne7 Nb5 Nc8 Be3 a6 Nc3 O-O Qd2 Ncb6 b3 Qe7 Rad1 Rad8 Qc2 h6 h3 Kh7 Nh2 e5 dxc5 dxc5 Nd5 Nxd5 Rxd5 b6 Nf3 Nb8 b4 Nc6 Qa4 Nxb4 Rxd8 Rxd8 a3 Nd3 Qxa6 Qc7 Rb1 Rb8 Qb5 Nf4 a4 Ne2+ Kf1 Nc3 Qb3 Nxb1 Qxb1 Qd7 a5 Qa4 axb6 Qxc4+ Kg1 Rb7 Nd2 Qe2 Qb3 Qe1+ Kh2 Bf8 Nc4 Qb4 Qxb4 cxb4 Kg1 b3 Kf1 Bb4 Ke2 Bc3 Kd3 Bd4 Kd2 f6 Kc1 g5 Bxd4 exd4 Kb2 Rd7 Kxb3 Kg7 Kc2 Kf8 Na5 Rd8 Kd3 Rd6 Nc4 Rd7 Na5 Rd6 b7 Rb6 Kxd4 Ke8 Kc5 Rb1 Kc6 Kd8 Nc4 Rb3 Nb6 Rc3+ Kd6 Rd3+ Nd5 Rb3 Kc6 Rb2 Nxf6 Rc2+ Kb6 Rb2+ Kc6 Rc2+ Kd6 Rb2 e5 Rxb7 Nd5 Rd7+ Ke6 Ra7 Kf6 Ke8 e6 Rb7 g3 Ra7 f4 gxf4 gxf4 h5 f5 h4 Ke5 Kf8 f6
23989,2311,2160,1-0,93,False,False,none,none,25,resignation,Nf3 d5 g3 Nf6 Bg2 c6 c4 Bg4 Ne5 Bf5 cxd5 cxd5 Qa4+ Bd7 Nxd7 Qxd7 Qxd7+ Nbxd7 Nc3 e6 d4 a6 Bf4 Be7 Kd2 Nb6 Kd3 Kd7 Rhc1 Rac8 a4 Nc4 b3 Na5 Rab1 Ba3 Rc2 Nc6 Na2 a5 f3 Ke7 Bc1 Bb4 Bb2 Rhd8 e3 Nd7 Rbc1 h5 Ke2 Bd6 Kf2 h4 Bf1 hxg3+ hxg3 Rh8 Bg2 Nb6 f4 g5 Rd2 Nd7 Rdd1 gxf4 gxf4 Nf6 Rh1 Rcg8 Rxh8 Rxh8 Rh1 Rg8 Bf3 Kd7 Bc3 b6 Rg1 Rxg1 Kxg1 Ne7 Be1 Nf5 Kf2 Nh4 Bh1 Nh5 Ke2 Be7 Nc1 Nf5 Bf3 Nhg3+ Kd3 Ba3 Na2 Kc6 Bf2 Be7 Nc3 Kd7 Nxd5 exd5 Bxd5 Ke8 e4 Nh1 Be1 Bh4 Bxh4 Nxh4 Kc4 Ng6 f5 Ne7 Bb7 Kd7 f6 Ng8 e5 Ng3 d5 Nxf6 exf6 Ne4 Kb5 Kc7 Ba8 Nd6+ Ka6 Ne4 Ka7 Nd6 Bc6 Nc8+ Ka6 Nd6 Bb5 Ne4 Be8 Nd6 Bc6 Ne4 Bb5 Nd6 Bd3 Ne8 Be2 Nxf6 d6+ Kc6 Bb5+ Kxd6 Kxb6 Nd5+ Kxa5 f5 b4 f4 Be2 Kc7 b5 Nb6 Kb4 Nd5+ Kc4 Nb6+ Kb3 Nd7 a5 Ne5 Kb4 f3 Bf1 Nd7 Kc4 Ne5+ Kc5 Ng4 a6 Ne3 b6+ Kb8 a7+ Kb7 Ba6+
23990,2219,2149,1-0,23,True,True,kingside,kingside,10,resignation,d4 d5 c4 e6 Nf3 Nf6 Nc3 Be7 Bf4 O-O e3 c5 dxc5 Bxc5 Qc2 Nc6 Rd1 Qa5 Be2 Be7 O-O dxc4 Bxc4 e5 Bg3 Bg4 h3 Bh5 Nd5 Bd8 a3 Bg6 Qb3 e4 Qxb7 exf3 Qxa8 fxg2 Rfe1 Qc5 Ba2 Be4 Rc1 Bb6 Qxc6 Qxc6 Ne7+
23991,2384,2320,1/2-1/2,88,True,True,queenside,kingside,26,draw,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Be3 e5 Nb3 Be6 Qd2 Be7 f3 Nbd7 O-O-O O-O g4 b5 Qf2 Bxg4 fxg4 Nxg4 Qg3 Nxe3 Rg1 Bg5 Qxg5 Qxg5 Rxg5 Nxd1 Kxd1 Nf6 Na5 Rac8 Rg3 b4 Nd5 Nxd5 exd5 Rc5 Nc6 Rxd5+ Kc1 Rc5 Nxb4 a5 Na6 Rcc8 Rd3 Rc6 Rd5 f5 Rxa5 g5 Nb4 Rc7 Nd5 Rg7 b4 h5 b5 f4 b6 g4 Rb5 h4 Rb3 f3 b7 Rb8 Nf6+ Kf8 h3 Rbxb7 Nxg4 e4 Kd2 d5 c3 Ra7 a3 Rgb7 Bb5 Ke7 Ke3 Kd6 Kd4 Ra8 a4 Rc7 Rb4 Rb7 c4 dxc4 Rxc4 Rc7 Rxc7 Kxc7 Kxe4 Rf8 a5 Rb8 Bd3 Rf8 Ke3 Kd6 a6 Kc5 Be4 Kb6 Bb7 Rf7 Kf2 Rc7 Kxf3 Rc3+ Ne3 Ka7 Kf4 Ra3 Ke4 Ra4+ Ke5 Ra3 Kd4 Kb8 Ke4 Ra4+ Kf5 Ra3 Kf4 Ra4+ Be4 Rxa6 Nf5 Ra3 Bf3 Kc7 Bg4 Kd8 Nxh4 Ke7 Kg5 Kf7 Ng2 Kg7 h4 Ra5+ Bf5 Ra1 Nf4 Rg1+ Bg4 Ra1 h5 Ra6 Be6 Ra5+ Bf5 Ra6 Ng6 Rb6 h6+ Kf7 Ne5+ Kg8 Bd3 Rb2 Bc4+ Kh7 Bd3+ Kg8
23992,1985,2081,1/2-1/2,10,False,True,none,kingside,6,draw,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Nf6 Nc3 g6 Be3 Bg7 Be2 O-O Qd2 d5 exd5 Nxd5 Nxc6 bxc6
23993,2430,2400,1-0,45,False,True,none,kingside,27,resignation,d4 Nf6 c4 g6 Nc3 d5 cxd5 Nxd5 e4 Nxc3 bxc3 Bg7 Be3 c5 Rc1 cxd4 cxd4 Qa5+ Bd2 Qd8 Nf3 O-O Be3 Bg4 Be2 Bxf3 Bxf3 Qa5+ Qd2 Qxd2+ Kxd2 Nc6 e5 Rfd8 Bxc6 bxc6 f4 f6 Ke2 Rab8 Rc2 Rd5 Rhc1 Ra5 Kf3 Ra3 Rxc6 fxe5 dxe5 Rf8 Rc8 Rxa2 Rxf8+ Kxf8 Rc7 Ra3 Ke4 g5 Bc5 Ra4+ Kd5 gxf4 Rxe7 Kg8 Re8+ Kf7 Ra8 Kg6 e6 Bf6 Rxa7 Rxa7 Bxa7 Kf5 Bc5 f3 gxf3 Kf4 e7 Bxe7 Bxe7 Kxf3 h4 Kg4 Ke6 h6 Kf7 Kf5 Kg7 h5 Bg5
23994,2019,1772,1-0,41,True,True,kingside,kingside,19,resignation,e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4 Nxd4 d6 Bc4 Be7 O-O O-O f3 Nd7 Nf5 Nde5 Nxe7+ Nxe7 Be2 N7c6 b3 Re8 Bb2 f5 exf5 Bxf5 f4 Nd7 Bh5 Rf8 Nd5 Ne7 Qd4 Nf6 Nxf6+ Rxf6 Rae1 Bg6 Bg4 Nf5 Qd5+ Rf7 Qxb7 Rb8 Qxa7 Ra8 Qb7 Rxa2 Ra1 Rxa1 Rxa1 Qe7 Qf3 Rf8 Qf2 Qe3 g3 Kh8 Re1 Qxf2+ Kxf2 Nh6 Bf3 Bxc2 Re7 Nf7 Bd5 Kg8 Rxc7 Bf5 b4 Bg6 b5 Rb8 b6 Kf8 b7 Nd8 Rc8 Rxb7 Bxb7
23995,2240,2253,1-0,16,True,True,kingside,kingside,6,resignation,e4 e5 Nc3 Nc6 Bc4 Nf6 d3 h6 f4 Bb4 Ne2 d5 exd5 Nxd5 Bxd5 Qxd5 O-O Qd8 f5 Nd4 Ng3 Qh4 Nce4 Ba5 c3 Nc6 Nh5 Bb6+ Kh1 O-O Bxh6 gxh6 Qd2
23996,1752,1884,1-0,23,False,True,none,kingside,11,resignation,e4 c5 Nf3 g6 c4 Bg7 d4 cxd4 Nxd4 Nc6 Be3 Nf6 f3 O-O Qd2 b6 Nc3 Bb7 Be2 e6 Ndb5 d5 cxd5 exd5 exd5 Ne7 d6 Nf5 Bf4 Nh5 Bg5 f6 Be3 Nxe3 Qxe3 f5 Qe7 Ba6 Nc7 Bxc3+ bxc3 Bxe2 Qxe2 Qd7 Qc4+ Kh8 Qd4+
23997,2139,2262,1/2-1/2,32,True,True,kingside,kingside,8,draw,d4 d5 c4 e6 e3 Nf6 Nf3 Nbd7 Nc3 c6 Qc2 Be7 b3 b6 Bd3 Bb7 O-O h6 Bb2 O-O Qe2 c5 cxd5 exd5 Ba6 Qc7 Bxb7 Qxb7 Rac1 Rfe8 dxc5 bxc5 Qb5 Qc7 Rfd1 Rab8 Qd3 Nb6 Nb5 Qd7 Ne5 Qb7 Qf5 a6 Nc3 Bf8 Ng4 Nxg4 Qxg4 Re6 Ne2 Re4 Qf3 Ree8 Nf4 Rbd8 Nd3 Rc8 Nf4 Red8 Nh5 Rc6 Nf4 Rcc8
23998,2522,2618,1/2-1/2,27,True,True,kingside,kingside,11,draw,e4 c5 Nf3 e6 d3 Nc6 g3 g6 Bg2 Bg7 O-O Nge7 Re1 d6 Nc3 O-O a3 Rb8 Rb1 b5 Be3 Nd4 Ne2 e5 c3 Nxe2+ Qxe2 f5 b4 f4 Bc1 Kh8 bxc5 dxc5 d4 fxg3 hxg3 exd4 cxd4 cxd4 Qd3 Rb6 Bd2 Nc6 Rxb5 Ba6 a4 Qe7 e5 Rf5 g4 Rf8 Ng5 Bxb5
23999,2274,2555,0-1,58,True,True,kingside,kingside,17,resignation,e4 c5 Nf3 Nc6 Bb5 d6 O-O Bd7 Re1 Nf6 c3 a6 Bf1 Bg4 h3 Bxf3 Qxf3 g6 Na3 Bg7 Nc4 Nd7 Qg3 O-O Ne3 b5 d3 b4 Ng4 Be5 Nh6+ Kh8 Bf4 bxc3 Bxe5+ dxe5 bxc3 Qa5 Rec1 Rab8 Ng4 e6 Ne3 Kg7 Nc4 Qc7 Be2 Rfc8 h4 Na5 Ne3 Rb2 Bd1 Qd6 h5 Nf6 Qh4 Qd8 Qg3 Qd6 Qh4 Qd8 Qg3 Nd7 Ba4 Nb6 Bc2 Nc6 Rcb1 Rxb1+ Rxb1 Rb8 Kf1 Qf6 Ke2 Qf4 Qh3 Qg5 hxg6 hxg6 g3 Qh5+ Qxh5 gxh5 Kd2 Kg6 Rh1 Kg5 Bd1 Rh8 Ng2 c4 f4+ Kg6 fxe5 cxd3 Nf4+ Kg5 Nh3+ Kh6 Nf4 Nc4+ Kxd3 N6xe5+ Ke2 Rd8 Rxh5+ Kg7 Bb3 Rd2+ Kf1 Ne3+ Kg1 Nf3+ Kh1 Rb2
24000,2213,2009,1/2-1/2,41,True,True,kingside,kingside,20,draw,d4 d5 c4 e6 Nf3 Nf6 g3 Be7 Bg2 O-O O-O c6 Qc2 Nbd7 Nbd2 b6 e4 dxe4 Nxe4 Bb7 Nxf6+ Bxf6 c5 e5 dxe5 Nxe5 Bf4 Nxf3+ Bxf3 Qd4 Bd6 Rfe8 Rab1 Be7 Rfd1 Qf6 Be4 h6 b4 Rad8 Bxe7 Qxe7 Rxd8 Rxd8 cxb6 axb6 Bxc6 Rc8 b5 Bxc6 bxc6 Qc5 Qxc5 bxc5 Rb6 Kf8 Kf1 Ke7 Rb7+ Ke6 c7 Kd5 Ke2 Kc6 Rb8 Rxc7 Kd3 Ra7 Rb2 Kd5 Rd2 c4+ Kc3+ Kc5 Kb2 Kb4 Rd4 Ra6 Rf4 Ra7 h4 h5
24001,2428,2273,1/2-1/2,30,True,True,queenside,queenside,8,draw,d4 c5 d5 f5 c4 Nf6 e3 d6 Nc3 g6 h4 e5 dxe6 Bxe6 Nh3 Nc6 Nf4 Bf7 b3 Bg7 Bb2 Qa5 Qd2 O-O-O O-O-O Ng4 Ncd5 Be5 Ne7+ Kd7 Nxc6 Qxd2+ Rxd2 Bxb2+ Kxb2 bxc6 g3 Rb8 Kc3 a5 Bg2 Kc7 Nd3 Rhe8 Rhd1 Nf6 Nb2 Rbd8 Nd3 Rb8 Nf4 Rbd8 Nd3 Rb8 Nb2 Rbd8 Nd3 Rb8 Nf4 Rbd8
24002,2263,2188,1/2-1/2,17,True,True,kingside,kingside,10,draw,d4 Nf6 c4 e6 Nc3 Bb4 e3 b6 Bd3 Bb7 Nf3 c5 O-O O-O Qe2 Re8 Bd2 cxd4 exd4 Bxf3 Qxf3 Nc6 Be3 e5 Nd5 Nxd5 Qxd5 exd4 Bxd4 Nxd4 Qxd4 Qe7 Rad1 Bc5
24003,2116,1891,1-0,18,False,False,none,none,6,resignation,e4 c6 d4 d5 e5 g6 Bd3 Bg7 Ne2 h5 Bg5 Qb6 Nd2 Nh6 Nb3 Na6 c3 Nf5 a4 Nb8 Nf4 e6 a5 Qc7 Qe2 Ne7 Nc5 b6 axb6 Qxb6 b4 Bd7 Bxe7 Kxe7 Bxg6 Bh6 Qxh5
24004,2131,2137,1-0,40,True,True,kingside,kingside,14,resignation,d4 Nf6 c4 d5 Nc3 e6 Nf3 c5 cxd5 exd5 g3 h6 Bg2 Nc6 O-O Bg4 dxc5 Bxc5 b3 O-O Bb2 Rc8 Rc1 Be7 Nd4 Qd7 Qd3 Bh3 Nxc6 bxc6 Rfd1 Bxg2 Kxg2 Qb7 Qf3 Nd7 Na4 Bf6 Bxf6 Nxf6 Nc5 Qe7 Rc2 Rfe8 e3 h5 Rd4 g6 h3 Kg7 b4 Rb8 a3 a5 Qd1 axb4 axb4 Rb6 Rf4 Rb5 Qa1 g5 Rd4 Reb8 Nd3 R5b6 h4 g4 Rf4 Re8 Qd4 Reb8 Kh2 Ra6 Rf5 Kg6 Rxf6+ Qxf6 Nf4+ Kf5 e4+
24005,2347,1856,1-0,26,True,True,kingside,kingside,10,resignation,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Bg7 c4 Nc6 Be3 d6 Nc3 Bd7 Be2 Nf6 O-O O-O Qd2 Ng4 Bxg4 Bxg4 Rac1 Rc8 Nd5 Bd7 Ne2 b6 b3 f5 exf5 Bxf5 Ng3 Be6 Rfe1 Qd7 Bg5 Rf7 Ne4 Rcf8 Bh6 Ne5 Bxg7 Kxg7 Qd4 Bxd5 cxd5 Qg4 h3 Qf5 Rf1 Kg8 f4
24006,1770,1977,0-1,23,True,True,kingside,kingside,12,resignation,e4 e5 Nc3 Nc6 Nf3 Nf6 d4 exd4 Nxd4 Bb4 Nxc6 bxc6 Bd3 d5 exd5 cxd5 O-O O-O Bg5 Be7 Qf3 Rb8 b3 h6 Bd2 c5 Bxh6 Bg4 Qg3 gxh6 h3 Rb4 f4 c4 Bf5 d4 hxg4 dxc3 g5 Qb6+ Rf2 Nh5 Qg4 Ng7 gxh6 Qxh6
24007,2026,2090,0-1,40,True,True,kingside,kingside,23,resignation,d4 Nf6 Nc3 d5 Bg5 Nc6 e3 g6 Bd3 Bg7 Nf3 O-O a3 a6 O-O Be6 h3 Qd7 Ne5 Nxe5 dxe5 Ne8 e4 Bxe5 exd5 Bxh3 Qe2 Bxc3 bxc3 Bxg2 Bxe7 Qh3 f3 Bxf1 Rxf1 Qg3+ Qg2 Qe5 Bxf8 Kxf8 Rb1 Qxd5 Be4 Qc5+ Kh1 Nd6 Bxb7 Rb8 f4 Qxc3 Rb3 Qe1+ Kh2 Qh4+ Kg1 Qxf4 Bxa6 Rxb3 cxb3 Qc1+ Bf1 Qxa3 Qc2 Qa7+ Kh1 Nf5 Qc3 Kg8 Qe5 Qd4 Qxc7 Qd5+ Bg2 Qxb3 Kh2 Qb2 Kh3 Qd4 Qc8+ Kg7
24008,2559,2512,1-0,31,True,True,queenside,queenside,16,resignation,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 h6 Bh4 Qc7 Bxf6 gxf6 Qd3 Nc6 O-O-O Bd7 Be2 h5 Kb1 O-O-O Rhf1 Kb8 Nxc6+ Bxc6 Qh3 Qa5 f5 Qe5 Bxh5 b5 Qe3 Rd7 fxe6 fxe6 Be8 Rc7 Bxc6 Rxc6 h3 f5 Qf3 fxe4 Nxe4 Bg7 Nf6 Rc7 Qf2 Rf8 Qb6+ Kc8 Qxa6+ Kd8 Rfe1 Qxf6 Rxd6+ Rd7 Qb6+
24009,2132,1959,1-0,76,True,True,kingside,kingside,27,resignation,e4 d6 d4 Nf6 Nc3 g6 g3 Bg7 Bg2 O-O Nge2 Nbd7 O-O h6 h3 c6 Kh2 Qc7 a4 a5 Be3 e5 Qd2 Kh7 Rad1 Nb6 b3 Be6 f4 Rad8 f5 Bc8 dxe5 dxe5 Qe1 Rxd1 Nxd1 Rd8 fxg6+ fxg6 Qxa5 Nbd5 Qxc7 Nxc7 Nf2 Be6 Rd1 Rxd1 Nxd1 Na6 Bd2 Nc5 Nf2 Kg8 a5 Kf7 Nc3 Bf8 Bf1 g5 g4 Bd6 Kg3 Kg6 Kf3 Bd7 Bc4 Be6 Bd3 Bd7 Ncd1 Ne6 c3 Nf4 Be1 Be6 b4 h5 Ne3 h4 Nf5 Bf8 c4 Kf7 Bc3 Nd7 Ke3 Ke8 Kd2 Kd8 Kc2 Kc7 Kb3 b5 axb6+ Kxb6 Ka4 Ka7 c5 Kb7 Ne3 Ka7 Bc4 Bxc4 Nxc4 Nxc5+ bxc5 Bxc5 Nd1 Nxh3 Bxe5 Nf2 Nxf2 Bxf2 Bh2 Bg3 Bg1+ Kb7 Nd2 h3 Nf3 Kc7 Kb4 Kd6 Kc4 h2 Bxh2 Bxh2 Nxh2 Ke5 Kd3 Kf4 Nf1 Kxg4 Ne3+ Kf4 Ng2+ Ke5 Ke3 c5 Ne1 g4 Nd3+ Kd6 Kf4 c4 Ne1 Kc5 Kxg4 Kd4 Kf5 c3 e5
24010,2427,2256,0-1,46,True,False,kingside,none,19,resignation,d4 d5 c4 e6 Nf3 Nf6 g3 dxc4 Bg2 a6 O-O Nc6 Bg5 Be7 e3 Rb8 Nfd2 e5 Bxf6 gxf6 d5 Nb4 Nxc4 b5 Nxe5 fxe5 a3 Rb6 axb4 h5 Nd2 Bxb4 Qc2 Bxd2 Qxd2 h4 Qc3 Qe7 Rac1 Kd8 e4 b4 Qc4 a5 Rfd1 Rhh6 Qa2 Rb5 Qc4 Ba6 d6 Rxd6 Rxd6+ Qxd6 Qxf7 Rc5 Ra1 Kc8 gxh4 Kb7 Bh3 Ka7 Kg2 Qd4 Bf5 Bb7 Kg3 Qxb2 Re1 Qd2 Re3 Rc3 h5 Rxe3+ fxe3 Qxe3+ Kh4 Qf4+ Kh3 Qe3+ Kh4 Qf4+ Kh3 Qc1 Kg4 Ba6 Bg6 Be2+ Kf5 Qf4+ Ke6 Bc4+
24011,2093,2265,0-1,38,True,True,kingside,kingside,17,resignation,Nf3 g6 c4 Bg7 Nc3 c5 e3 Nf6 Be2 O-O O-O b6 d4 d6 h3 Bb7 d5 e5 dxe6 fxe6 Ng5 Qe7 Bf3 Nc6 Qa4 Rac8 Rd1 h6 Nge4 Nxe4 Bxe4 Qh4 g3 Qxh3 Qc2 Rcd8 a3 h5 Bg2 Qxg2+ Kxg2 Nd4+ Qe4 Bxe4+ Nxe4 Nb3 Rb1 d5 cxd5 Rxd5 Re1 Rfd8 Nc3 Rd3 e4 Bxc3 bxc3 Rxc3 Bg5 Rf8 a4 Nd4 a5 b5 a6 b4 Be7 Rf7 Bxc5 Rxc5 Rxb4 e5 f4 Rc2+ Kf1 h4
24012,2468,2276,1-0,41,True,True,kingside,kingside,14,resignation,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Qc7 Be3 a6 Qd2 Nf6 f4 Bb4 Bd3 d5 e5 Nd7 O-O Nc5 a3 Bxc3 Qxc3 Nxd3 cxd3 Bd7 Rac1 O-O Qd2 f6 exf6 Rxf6 Nxc6 Bxc6 Bd4 Rf7 Qe3 Re8 Rf3 Qb8 Rcf1 Bd7 Rg3 Qd6 Rg5 Rc8 h3 Be8 Re1 Bd7 Qg3 g6 Rf1 Be8 h4 Rfc7 Qe3 Rc2 h5 Kf8 Re5 Bf7 Re1 Ke8 f5 gxf5 Rxf5 Bg8 Rg5 Kd7 Be5 Qc5 Qxc5 R2xc5 Rg7+ Kc6 d4 Rc2 Re3 Rc1+ Kh2
24013,2175,2524,0-1,45,True,True,kingside,kingside,15,resignation,e4 c5 Nf3 d6 c4 Bg4 Be2 Nc6 Nc3 g6 d3 Bg7 O-O Bxf3 Bxf3 Nf6 Be3 Nd7 Be2 O-O Qd2 Nd4 f4 a6 Kh1 Rb8 Rab1 b5 cxb5 axb5 Bxd4 cxd4 Nd5 e6 Nb4 Rc8 f5 Rc5 fxe6 fxe6 Rxf8+ Nxf8 Rf1 Qh4 g3 Bh6 Qe1 Qe7 Bg4 Qg5 Qe2 Qe3 Qf2 Qxf2 Rxf2 Rc1+ Kg2 Be3 Rf1 Rc5 Rd1 h5 Bh3 Bc1 b3 Ba3 Na6 Rc2+ Kh1 g5 e5 dxe5 Bg2 Bd6 a4 b4 Be4 Nd7 h3 Nf6 Bb7 g4 h4 Nd5 Rf1 Ne3 Rf6 e4 Rxe6 Bxg3
24014,2639,2481,1-0,39,True,True,queenside,queenside,19,resignation,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 Nc3 Nxc3 dxc3 Be7 Be3 Nc6 Qd2 Be6 O-O-O Qd7 h4 h6 Nd4 Nxd4 Bxd4 Rg8 c4 c5 Bc3 Qc6 Bd3 O-O-O Qe3 d5 cxd5 Qxd5 b3 Qc6 Be4 Qa6 Kb1 g5 h5 Qb6 Bf5 Bxf5 Qxe7 Rde8 Qxf7 Rgf8 Qc4 Qc6 Bg7 Be6 Qc3 Rxf2 Rhe1 b6 Rd2 Qxg2 Rxf2 Qxf2 Bxh6 g4 Bg5 Qf5 Re5 Qf7 h6 Bf5 Qc4 Qg6 h7 Rxe5 h8=Q+ Re8 Qf6 Qxf6 Bxf6 Be4 Qe2
24015,1828,1917,0-1,33,False,True,none,kingside,16,resignation,e4 c6 d3 d5 Qe2 b6 e5 c5 Nf3 Bg4 h3 Bxf3 Qxf3 e6 Be2 Nc6 Qe3 Nge7 f4 Nf5 Qf2 Be7 Rg1 c4 Qf3 Ncd4 Qf2 Nxc2+ Kf1 Bc5 Qf3 Bxg1 Kxg1 Nfd4 Qg4 Nxe2+ Qxe2 cxd3 Qg4 O-O f5 exf5 Qg3 Nxa1 Bh6 g6 Bg5 f6 exf6 Rf7 Qxd3 Qd6 Nc3 Rd8 Nb5 Qc5+ Nd4 Nc2 Be3 Nxe3 Qxe3 Rxf6 b4 Qxb4 Qe5 Qd6
24016,2360,2233,1/2-1/2,34,True,True,kingside,kingside,15,draw,d4 d5 c4 c6 Nf3 Nf6 Nbd2 Bf5 Nh4 Bg6 Qb3 Qc7 g3 e6 Nxg6 hxg6 Bg2 Nbd7 O-O Be7 e4 dxe4 Nxe4 Nxe4 Bxe4 O-O Rd1 Rad8 Bg2 Nf6 Bf4 Bd6 Bg5 Rc8 Qa4 Qb8 Rac1 Rfe8 a3 a6 b4 Kf8 Rd3 Kg8 Qb3 Qc7 a4 Qd7 b5 axb5 axb5 cxb5 c5 Bf8 Rb1 b4 Rd2 b6 Qxb4 bxc5 dxc5 Qa7 Bb7 Qxc5 Qxc5 Rxc5 Be3 Rc7
24017,2249,2272,0-1,31,True,True,kingside,kingside,15,resignation,e4 g6 d4 Bg7 Nc3 c6 Nf3 d5 h3 dxe4 Nxe4 Nd7 Bc4 Ngf6 Nxf6+ Nxf6 O-O O-O Re1 e6 c3 b6 Bg5 Bb7 Ne5 Qc7 Qd2 c5 Bf4 cxd4 cxd4 Nh5 Rac1 Qd8 Nxf7 Qxd4 Nh6+ Kh8 Qxd4 Bxd4 Be5+ Bxe5 Rxe5 Rac8 Rc3 Nf4 f3 Kg7 Ng4 Rfd8 Nf2 Rd2 b3 Ne2+ Bxe2 Rxc3 Rxe6 Rc1+ Kh2 Rcc2 Re7+ Kf8
24018,2059,1824,1-0,20,True,True,kingside,kingside,11,resignation,e4 e6 d4 c5 Nf3 b6 d5 exd5 exd5 Qc7 c4 d6 Nc3 Bf5 Bd3 Ne7 O-O g6 Bg5 Bg7 Re1 f6 Nb5 Qd8 Bf4 O-O Bxd6 Rf7 Bxe7 Rxe7 Rxe7 Qxe7 Bxf5 gxf5 d6 Qb7 Nc7 Nd7 Nxa8 Qxa8 Qa4
24019,1771,1821,0-1,55,True,True,kingside,kingside,19,resignation,d4 Nf6 Nf3 d6 c4 c6 Nc3 Bg4 e4 Nbd7 Be2 Bxf3 Bxf3 e5 d5 Be7 O-O O-O Be2 Nc5 Qc2 Qc8 b4 Ncd7 dxc6 bxc6 Rd1 a5 b5 Nc5 f3 Ne6 Be3 Rb8 a4 Rd8 Qb3 Nd7 Rab1 Ndc5 Qa2 Bf8 Bf1 Nb7 bxc6 Qxc6 Bb6 Rdc8 Rb5 Nc7 Rb2 Na6 Rdb1 Nb4 Rxb4 axb4 Rxb4 Na5 Nd5 Ra8 Qd2 Nb7 Be3 Ra6 Qb2 Nc5 a5 Rxa5 Rb6 Qd7 f4 Na4 Qb4 Nxb6 Nxb6 Qa7 Nd5 Qa8 Bf2 Rb8 Qc3 exf4 Nc7 Ra3 Qd4 Qa5 Nb5 Ra2 e5 dxe5 Qxe5 Qd2 Bd4 Rd8 c5 Rc2 Qe4 Rc1 c6 f3 c7 Rxf1+ Kxf1 Qxg2+ Ke1 f2+ Kd2 f1=Q+ Kc3 Qxe4
24020,2138,2493,0-1,33,True,True,kingside,kingside,14,resignation,c4 Nf6 g3 c6 Bg2 d5 Nf3 Bg4 O-O e6 b3 Nbd7 Bb2 a5 Nc3 Bxf3 Bxf3 dxc4 Rb1 cxb3 Qxb3 Rb8 Ba3 Bxa3 Qxa3 Ne5 Bg2 b5 f4 b4 Qa4 Ned7 Ne4 Nxe4 Bxe4 O-O Qxc6 Nf6 Bd3 Qd4+ Kg2 Rfc8 Qa6 Qd5+ Kg1 Qxa2 Rxb4 Ra8 Rc4 Rcb8 Qd6 Rd8 Qc6 Qxd2 Rfc1 g6 R1c2 Qe1+ Kg2 Nd5 Rc1 Qd2 Re4 Nb4 Qc3 Rxd3
